,uid,lat,lon,poi,category
359,12,40.7165455541129,-73.9986386007708,13544,Food
360,12,40.71645155192321,-73.9988681477626,26171,Food
361,12,40.605027504874,-73.9804116926189,34632,Food
362,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
363,12,40.7583466276541,-73.8315307844606,19861,Food
364,12,40.7829298614522,-73.83085012435909,2295,Shop & Service
365,12,40.7832223163163,-73.8334465026855,16648,Shop & Service
366,12,40.75811474431929,-73.8296397775412,27923,Food
367,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
368,12,40.764123,-73.828082,15578,Food
369,12,40.7064754390953,-73.8027072598808,1012,Food
370,12,40.7090705962641,-73.8042008096094,5617,Travel & Transport
371,12,40.7090705962641,-73.8042008096094,5617,Travel & Transport
372,12,40.7064754390953,-73.8027072598808,1012,Food
373,12,40.7593833,-73.82947391,14481,Shop & Service
374,12,40.7064754390953,-73.8027072598808,1012,Food
375,12,40.676927786133,-73.89869928359991,10551,Travel & Transport
376,12,40.68141,-73.96718,25578,Food
377,12,40.6814161222361,-73.95714921494199,10550,Shop & Service
378,12,40.602004,-73.994322,13609,Food
379,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
380,12,40.6814161222361,-73.95714921494199,10550,Shop & Service
381,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
382,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
383,12,40.604024,-73.997451,37136,Food
384,12,40.6048640285249,-73.998644339449,22251,Food
385,12,40.60886085660661,-73.958193876904,33164,Shop & Service
386,12,40.6048863717506,-73.978219296804,2611,Shop & Service
387,12,40.5995839036343,-73.9897950936081,25551,Food
388,12,40.7690186849656,-73.834844818783,10976,Shop & Service
389,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
390,12,40.7090705962641,-73.8042008096094,5617,Travel & Transport
391,12,40.7064754390953,-73.8027072598808,1012,Food
392,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
393,12,40.6001421933429,-73.9911035681357,27698,Food
394,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
395,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
396,12,40.764123,-73.828082,15578,Food
397,12,40.7064754390953,-73.8027072598808,1012,Food
398,12,40.7090705962641,-73.8042008096094,5617,Travel & Transport
399,12,40.7608123264517,-73.83064052313891,23534,Food
400,12,40.7064754390953,-73.8027072598808,1012,Food
401,12,40.7064754390953,-73.8027072598808,1012,Food
402,12,40.7058052000048,-73.8021270702293,37318,Travel & Transport
403,12,40.764123,-73.828082,15578,Food
404,12,40.7064754390953,-73.8027072598808,1012,Food
405,12,40.7090705962641,-73.8042008096094,5617,Travel & Transport
406,12,40.7090705962641,-73.8042008096094,5617,Travel & Transport
407,12,40.7064754390953,-73.8027072598808,1012,Food
408,12,40.7173249642038,-73.998368882704,17791,Food
409,12,40.75811474431929,-73.8296397775412,27923,Food
410,12,40.709301878575104,-73.80421804281,5617,Travel & Transport
411,12,40.676927786133,-73.89869928359991,10551,Travel & Transport
412,12,40.605085361897295,-73.9799869896229,27928,Food
413,12,40.7269352936563,-74.0001593444659,4526,Food
414,12,40.7251610474272,-73.99965763092041,36859,Shop & Service
415,12,40.715751087121205,-73.9966185753842,6539,Food
416,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
417,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
418,12,40.5929630708106,-73.9500032365322,8265,Food
419,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
420,12,40.72308,-73.800092,233,Shop & Service
421,12,40.7794345505767,-73.7764132056055,19549,Shop & Service
422,12,40.605085361897295,-73.9799869896229,27928,Food
423,12,40.6058631664855,-73.98481362650021,34102,Shop & Service
424,12,40.6219568735332,-73.9874478515934,17734,Shop & Service
425,12,40.5988447204559,-73.9853186659193,36153,Shop & Service
426,12,40.7278421332493,-73.929163813591,34990,Outdoors & Recreation
427,12,40.6514605658646,-73.87214540094979,36195,Shop & Service
428,12,40.651760771888,-73.8697967354243,26612,Shop & Service
429,12,40.6191961082965,-73.99012221307659,27157,Food
430,12,40.601628,-73.99349499,15340,Food
431,12,40.6192298019237,-74.0330457687378,37858,Food
432,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
433,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
434,14,40.7416730481413,-73.9742878438115,14453,Professional & Other Places
435,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
436,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
437,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
438,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
439,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
440,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
441,14,40.73802516090471,-73.9879873180689,21265,Food
442,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
443,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
444,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
445,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
446,14,40.742099571676,-73.97494213499171,14453,Professional & Other Places
447,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
448,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
449,14,40.741407503043,-73.9884379506111,13090,Food
450,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
451,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
452,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
453,14,40.7365269712657,-73.99055957794191,3103,Shop & Service
454,14,40.7407782584499,-73.98768315098721,15829,Food
455,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
456,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
457,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
458,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
459,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
460,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
461,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
462,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
463,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
464,14,40.7342250021401,-73.993703273938,11320,Food
465,14,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
466,14,40.7418615140909,-73.9894336295337,24250,Shop & Service
