,tid,lat,lon,poi,category
118,137,40.8331652006224,-73.9418603427692,36348,Residence
119,137,40.8331652006224,-73.9418603427692,15703,Residence
120,137,40.5937675777609,-74.1353130340576,15321,Professional & Other Places
121,137,40.6336490127072,-74.1299458294018,15706,Travel & Transport
122,137,40.7449827019294,-73.90409938347992,36892,Travel & Transport
123,137,40.7669064372843,-73.9213804898498,20624,Travel & Transport
124,137,40.726102567113706,-73.8951482014169,25233,Food
125,137,40.775235,-73.9348447322845,26097,Travel & Transport
126,137,40.76500642014821,-73.88726234436041,3570,Travel & Transport
127,138,40.8331652006224,-73.9418603427692,15703,Residence
128,138,40.630727792284006,-73.9771270751953,33074,Travel & Transport
129,138,40.6347866881065,-74.02351989123409,15654,Travel & Transport
130,138,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
131,138,40.756506126666295,-73.9880275726318,34785,Travel & Transport
132,138,40.7600867919055,-73.99918377442721,32780,Travel & Transport
133,138,40.7317954706149,-73.9856725931168,18200,Food
134,138,40.7348919181315,-73.9912194013596,10333,Travel & Transport
135,138,40.7199733783619,-73.97875785827641,22187,Travel & Transport
136,138,40.7378241119311,-74.00020077824591,30909,Travel & Transport
137,138,40.7269335438612,-74.005880355835,6565,Travel & Transport
138,138,40.6887540940881,-73.9806412614152,3431,Food
139,138,40.8278390825735,-73.92576813697809,4278,Travel & Transport
140,138,40.8331652006224,-73.9418603427692,33179,Residence
141,138,40.756506126666295,-73.9880275726318,34785,Travel & Transport
142,138,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
143,138,40.6899127194574,-73.9815044403076,35589,Travel & Transport
144,138,40.815540684618,-73.9584234721819,4496,Travel & Transport
145,139,40.756506126666295,-73.9880275726318,34785,Travel & Transport
146,139,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
147,139,40.6904333657826,-73.9852809906006,19281,Travel & Transport
148,139,40.815540684618,-73.9584234721819,4496,Travel & Transport
149,139,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
150,139,40.6880585097395,-73.9804905425158,34060,Travel & Transport
151,139,40.7795008576189,-73.9558461945179,8085,Travel & Transport
152,139,40.8278390825735,-73.92576813697809,4278,Travel & Transport
153,139,40.8331652006224,-73.9418603427692,36348,Residence
154,139,40.689612,-73.981096,36314,Food
155,139,40.7085883614824,-73.9910316467285,18603,Travel & Transport
156,139,40.7540712357943,-73.9844635415781,12893,Shop & Service
157,139,40.7586233891381,-73.98165136086159,37747,Travel & Transport
158,139,40.71163490408129,-74.01029350146509,17066,Travel & Transport
159,139,40.8340978041072,-73.94526722258809,21580,Food
160,141,40.7778713492554,-73.9547613949466,31849,Food
161,141,40.7719139204579,-73.95900893890409,13798,Shop & Service
162,141,40.772891,-73.958314,21794,Shop & Service
163,141,40.80159564768029,-73.94871711730958,36254,Shop & Service
164,141,40.8100901727589,-73.9432668685913,21986,Food
165,141,40.7713022794736,-73.961580379552,5049,Food
166,141,40.7245918871832,-73.9971470832825,33955,Shop & Service
167,141,40.726536,-74.002342,21194,Food
168,141,40.74267,-73.98247928,14180,Food
169,141,40.7428634599968,-73.98241467112591,5511,Shop & Service
170,141,40.8100901727589,-73.9432668685913,21986,Food
171,141,40.7736492592914,-73.98402163019159,4874,Arts & Entertainment
172,141,40.773045,-73.962333,6099,Shop & Service
173,141,40.7713022794736,-73.961580379552,5049,Food
174,141,40.788449729771294,-73.9488726854324,36256,Food
175,141,40.77211112866,-73.96095474201341,5551,Food
176,141,40.7719139204579,-73.95900893890409,13798,Shop & Service
177,141,40.7740337440581,-73.9668488502502,34070,Outdoors & Recreation
178,142,40.7933676541078,-73.9482980610387,10773,Professional & Other Places
179,142,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
180,142,40.77211112866,-73.96095474201341,5551,Food
181,142,40.793673777441896,-73.9488433773094,10773,Professional & Other Places
182,142,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
183,142,40.7719139204579,-73.95900893890409,13798,Shop & Service
184,142,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
185,142,40.8100901727589,-73.9432668685913,21986,Food
186,142,40.725535930757104,-73.9967849987352,33223,Shop & Service
187,142,40.7264538361829,-73.9985954761505,28300,Food
188,142,40.793673777441896,-73.9488433773094,10773,Professional & Other Places
189,142,40.7719139204579,-73.95900893890409,13798,Shop & Service
190,142,40.77211112866,-73.96095474201341,5551,Food
191,142,40.68670740090929,-73.9777708053589,3061,Arts & Entertainment
192,142,40.7380018107768,-74.0042853768993,30904,Nightlife Spot
193,142,40.7934342426835,-73.9487056133441,10773,Professional & Other Places
194,142,40.77211112866,-73.96095474201341,5551,Food
195,142,40.7738468721964,-73.95948886871341,37594,Food
196,142,40.728156,-73.98126203738279,36837,Nightlife Spot
197,142,40.7380050098572,-74.00434850048791,22542,Food
198,142,40.803423,-73.952767,12382,Food
199,142,40.78345,-73.979015,22188,Shop & Service
200,142,40.8343774556165,-73.9387117240386,16537,Outdoors & Recreation
201,142,40.8100901727589,-73.9432668685913,21986,Food
202,142,40.80783255,-73.96386427142859,23814,Food
203,145,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
204,145,40.79409,-73.96717,18749,Shop & Service
205,145,40.7948354482357,-73.9659827441092,8841,Shop & Service
206,145,40.7738468721964,-73.95948886871341,37594,Food
207,145,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
208,145,40.778438969615294,-73.9545145753308,31344,Shop & Service
209,145,40.774626,-73.959236,24766,Food
210,145,40.77211112866,-73.96095474201341,5551,Food
211,145,40.798840233333294,-73.9413653522039,22660,Food
212,145,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
213,145,40.8100901727589,-73.9432668685913,21986,Food
214,145,40.8109912422444,-73.9431605322863,14045,Food
215,145,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
216,145,40.774626,-73.959236,24766,Food
217,145,40.8017905629288,-73.95734310150151,3009,Food
218,145,40.8050275833333,-73.954893,21042,Food
219,145,40.8100901727589,-73.9432668685913,21986,Food
220,145,40.77211112866,-73.96095474201341,5551,Food
221,145,40.7700370337261,-73.9550656140391,30966,Nightlife Spot
222,146,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
223,146,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
224,146,40.774626,-73.959236,24766,Food
225,146,40.77211112866,-73.96095474201341,5551,Food
226,146,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
227,146,40.790969870286204,-73.9470514655113,10605,Food
228,146,40.800181362525,-73.9452787031264,11978,Shop & Service
229,146,40.752207,-73.979723,7645,Travel & Transport
230,146,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
231,146,40.76,-73.975496,12226,Food
232,146,40.761396839012,-73.9769857493038,35418,Arts & Entertainment
233,146,40.7317183252113,-73.98555396792241,17588,Food
234,146,40.7317954706149,-73.9856725931168,18200,Food
235,146,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
236,148,40.77211112866,-73.96095474201341,5551,Food
237,148,40.773596339122896,-73.95992731449799,29018,Food
238,148,40.8100901727589,-73.9432668685913,21986,Food
239,148,40.773045,-73.962333,6099,Shop & Service
240,148,40.774111,-73.959546,9943,Shop & Service
241,148,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
242,148,40.683108648692205,-73.9352444529616,11106,Nightlife Spot
243,148,40.6817293561679,-73.9346015084612,21736,Nightlife Spot
244,148,40.8098120013228,-73.95910077666021,6692,College & University
245,148,40.8051984317441,-73.9620453015463,30864,Food
246,148,40.8144053164921,-73.94437173850459,3981,Arts & Entertainment
247,149,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
248,149,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
249,149,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
250,149,40.8100901727589,-73.9432668685913,21986,Food
251,149,40.77211112866,-73.96095474201341,5551,Food
252,149,40.77211112866,-73.96095474201341,5551,Food
253,149,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
254,149,40.800181362525,-73.9452787031264,11978,Shop & Service
255,149,40.77211112866,-73.96095474201341,5551,Food
256,149,40.773045,-73.962333,6099,Shop & Service
257,149,40.774626,-73.959236,24766,Food
258,149,40.774506025762,-73.9589859794582,25560,Food
259,149,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
260,152,40.77211112866,-73.96095474201341,5551,Food
261,152,40.7713022794736,-73.961580379552,5049,Food
262,152,40.8076076207769,-73.9507376218782,22613,Outdoors & Recreation
263,152,40.77211112866,-73.96095474201341,5551,Food
264,152,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
265,152,40.8144053164921,-73.94437173850459,3981,Arts & Entertainment
266,152,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
267,152,40.733879,-73.988185,20603,Shop & Service
268,152,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
269,152,40.674455,-73.9262,23888,Arts & Entertainment
270,152,40.8100901727589,-73.9432668685913,21986,Food
271,152,40.8085341590656,-73.9451237158023,18125,Food
272,153,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
273,153,40.77211112866,-73.96095474201341,5551,Food
274,153,40.7685355207664,-73.95557647143721,20199,Food
275,153,40.737269,-73.990717,19511,Food
276,153,40.735282496916206,-73.9904031515828,32276,Outdoors & Recreation
277,153,40.7442247187833,-73.9840388475374,33758,Nightlife Spot
278,153,40.77211112866,-73.96095474201341,5551,Food
279,153,40.7713022794736,-73.961580379552,5049,Food
280,153,40.7685355207664,-73.95557647143721,20199,Food
281,153,40.728276877335205,-73.9992813316546,23192,Arts & Entertainment
282,153,40.7448646832347,-73.998879625105,21065,Food
283,285,40.764016,-73.82947598,35762,Shop & Service
284,285,40.703531656325495,-73.8023051484212,1012,Food
285,285,40.7621682440437,-73.831570989716,12237,Shop & Service
286,285,40.7639626095191,-73.8291241978544,35762,Shop & Service
287,285,40.703531656325495,-73.8023051484212,1012,Food
288,285,40.605899322425,-73.98453814989371,34102,Shop & Service
289,285,40.5995839036343,-73.9897950936081,25551,Food
290,285,40.6090407520337,-73.9997404238227,22160,Food
291,285,40.7633342907454,-73.80931,13829,Food
292,285,40.764016,-73.82947598,35762,Shop & Service
293,287,40.7029276571656,-73.80001544952391,20318,Food
294,287,40.707808454756,-73.803184048129,5617,Travel & Transport
295,287,40.70216749383471,-73.80146071170891,1012,Food
296,287,40.707808454756,-73.803184048129,5617,Travel & Transport
297,287,40.7577822461974,-73.8279467402784,36811,Shop & Service
298,287,40.7619847072611,-73.83173755425841,12237,Shop & Service
299,287,40.707808454756,-73.803184048129,5617,Travel & Transport
300,287,40.7577822461974,-73.8279467402784,36811,Shop & Service
301,287,40.764123,-73.828082,15578,Food
302,287,40.7075979146101,-73.8028049153983,5617,Travel & Transport
303,287,40.764016,-73.82947598,35762,Shop & Service
304,287,40.70216749383471,-73.80146071170891,1012,Food
305,287,40.6930853448663,-73.9284825325012,19804,Travel & Transport
306,287,40.7173249642038,-73.998368882704,17791,Food
307,287,40.75811474431929,-73.8296397775412,27923,Food
308,287,40.6018028609907,-73.9932499061474,16786,Food
309,287,40.605899322425,-73.98453814989371,34102,Shop & Service
310,287,40.605899322425,-73.98453814989371,34102,Shop & Service
311,287,40.7829298614522,-73.83085012435909,2295,Shop & Service
312,287,40.7832223163163,-73.8334465026855,16648,Shop & Service
313,287,40.7639626095191,-73.8291241978544,35762,Shop & Service
314,288,40.7075979146101,-73.8028049153983,5617,Travel & Transport
315,288,40.757850834168,-73.8283028501382,36811,Shop & Service
316,288,40.7075979146101,-73.8028049153983,5617,Travel & Transport
317,288,40.7574933691135,-73.8274757552858,13248,Shop & Service
318,288,40.760839874025706,-73.83064052313891,23534,Food
319,288,40.76007039918171,-73.8302040064457,12841,Shop & Service
320,288,40.70216749383471,-73.80146071170891,1012,Food
321,288,40.7574933691135,-73.8274757552858,13248,Shop & Service
322,288,40.757850834168,-73.8283028501382,36811,Shop & Service
323,288,40.760839874025706,-73.83064052313891,23534,Food
324,288,40.7639626095191,-73.8291241978544,35762,Shop & Service
325,288,40.70216749383471,-73.80146071170891,1012,Food
326,288,40.70216749383471,-73.80146071170891,1012,Food
327,288,40.7158098208652,-73.9962914669973,5231,Food
328,288,40.75811474431929,-73.8296397775412,27923,Food
329,288,40.7075979146101,-73.8028049153983,5617,Travel & Transport
330,288,40.718391,-73.998476,25503,Food
331,288,40.7180903207538,-73.99999866268371,28577,Food
332,288,40.7181985851302,-74.000417582762,17513,Professional & Other Places
333,288,40.719043,-73.996514081955,31414,Shop & Service
334,288,40.605027504874,-73.9804116926189,34632,Food
335,288,40.605899322425,-73.98453814989371,34102,Shop & Service
336,288,40.605899322425,-73.98453814989371,34102,Shop & Service
337,288,40.6419795742237,-74.002468585968,13862,Food
338,288,40.684309264597104,-73.9765319385003,36351,Shop & Service
339,288,40.6456291954429,-73.9138539241231,2040,Shop & Service
340,288,40.7639626095191,-73.8291241978544,35762,Shop & Service
341,290,40.757850834168,-73.8283028501382,36811,Shop & Service
342,290,40.70216749383471,-73.80146071170891,1012,Food
343,290,40.7073806659117,-73.80256939318629,5617,Travel & Transport
344,290,40.7618764811668,-73.831456117536,12237,Shop & Service
345,290,40.7639626095191,-73.8291241978544,35762,Shop & Service
346,290,40.764123,-73.828082,15578,Food
347,290,40.701922452729896,-73.80181112465749,1012,Food
348,290,40.757850834168,-73.8283028501382,36811,Shop & Service
349,290,40.7582439108545,-73.8291127104973,7788,Food
350,290,40.76007039918171,-73.8302040064457,12841,Shop & Service
351,290,40.747614599377705,-73.883957862854,37560,Travel & Transport
352,290,40.7073806659117,-73.80256939318629,5617,Travel & Transport
353,290,40.7064754390953,-73.8027072598808,1012,Food
354,290,40.7179288362234,-74.00093979691891,35779,Shop & Service
355,290,40.720288,-73.99952352046971,24890,Food
356,290,40.75811474431929,-73.8296397775412,27923,Food
357,290,40.7073806659117,-73.80256939318629,5617,Travel & Transport
358,290,40.7159082473717,-73.9973244389484,7049,Professional & Other Places
359,290,40.7165455541129,-73.9986386007708,13544,Food
360,290,40.71645155192321,-73.9988681477626,26171,Food
361,290,40.605027504874,-73.9804116926189,34632,Food
362,290,40.6058631664855,-73.98481362650021,34102,Shop & Service
363,290,40.7583466276541,-73.8315307844606,19861,Food
364,290,40.7829298614522,-73.83085012435909,2295,Shop & Service
365,290,40.7832223163163,-73.8334465026855,16648,Shop & Service
366,290,40.75811474431929,-73.8296397775412,27923,Food
367,290,40.7639626095191,-73.8291241978544,35762,Shop & Service
368,290,40.764123,-73.828082,15578,Food
369,292,40.7064754390953,-73.8027072598808,1012,Food
370,292,40.7090705962641,-73.8042008096094,5617,Travel & Transport
371,292,40.7090705962641,-73.8042008096094,5617,Travel & Transport
372,292,40.7064754390953,-73.8027072598808,1012,Food
373,292,40.7593833,-73.82947391,14481,Shop & Service
374,292,40.7064754390953,-73.8027072598808,1012,Food
375,292,40.676927786133,-73.89869928359991,10551,Travel & Transport
376,292,40.68141,-73.96718,25578,Food
377,292,40.6814161222361,-73.95714921494199,10550,Shop & Service
378,292,40.602004,-73.994322,13609,Food
379,292,40.6058631664855,-73.98481362650021,34102,Shop & Service
380,292,40.6814161222361,-73.95714921494199,10550,Shop & Service
381,292,40.6058631664855,-73.98481362650021,34102,Shop & Service
382,293,40.6058631664855,-73.98481362650021,34102,Shop & Service
383,293,40.604024,-73.997451,37136,Food
384,293,40.6048640285249,-73.998644339449,22251,Food
385,293,40.60886085660661,-73.958193876904,33164,Shop & Service
386,293,40.6048863717506,-73.978219296804,2611,Shop & Service
387,293,40.5995839036343,-73.9897950936081,25551,Food
388,293,40.7690186849656,-73.834844818783,10976,Shop & Service
389,293,40.7639626095191,-73.8291241978544,35762,Shop & Service
390,293,40.7090705962641,-73.8042008096094,5617,Travel & Transport
391,293,40.7064754390953,-73.8027072598808,1012,Food
392,293,40.6058631664855,-73.98481362650021,34102,Shop & Service
393,293,40.6001421933429,-73.9911035681357,27698,Food
394,293,40.6058631664855,-73.98481362650021,34102,Shop & Service
395,293,40.7639626095191,-73.8291241978544,35762,Shop & Service
396,293,40.764123,-73.828082,15578,Food
397,294,40.7064754390953,-73.8027072598808,1012,Food
398,294,40.7090705962641,-73.8042008096094,5617,Travel & Transport
399,294,40.7608123264517,-73.83064052313891,23534,Food
400,294,40.7064754390953,-73.8027072598808,1012,Food
401,294,40.7064754390953,-73.8027072598808,1012,Food
402,294,40.7058052000048,-73.8021270702293,37318,Travel & Transport
403,294,40.764123,-73.828082,15578,Food
404,294,40.7064754390953,-73.8027072598808,1012,Food
405,294,40.7090705962641,-73.8042008096094,5617,Travel & Transport
406,294,40.7090705962641,-73.8042008096094,5617,Travel & Transport
407,294,40.7064754390953,-73.8027072598808,1012,Food
408,294,40.7173249642038,-73.998368882704,17791,Food
409,294,40.75811474431929,-73.8296397775412,27923,Food
410,294,40.709301878575104,-73.80421804281,5617,Travel & Transport
411,294,40.676927786133,-73.89869928359991,10551,Travel & Transport
412,294,40.605085361897295,-73.9799869896229,27928,Food
413,294,40.7269352936563,-74.0001593444659,4526,Food
414,294,40.7251610474272,-73.99965763092041,36859,Shop & Service
415,294,40.715751087121205,-73.9966185753842,6539,Food
416,294,40.6058631664855,-73.98481362650021,34102,Shop & Service
417,294,40.6058631664855,-73.98481362650021,34102,Shop & Service
418,294,40.5929630708106,-73.9500032365322,8265,Food
419,294,40.7639626095191,-73.8291241978544,35762,Shop & Service
420,309,40.72308,-73.800092,233,Shop & Service
421,309,40.7794345505767,-73.7764132056055,19549,Shop & Service
422,309,40.605085361897295,-73.9799869896229,27928,Food
423,309,40.6058631664855,-73.98481362650021,34102,Shop & Service
424,309,40.6219568735332,-73.9874478515934,17734,Shop & Service
425,309,40.5988447204559,-73.9853186659193,36153,Shop & Service
426,309,40.7278421332493,-73.929163813591,34990,Outdoors & Recreation
427,309,40.6514605658646,-73.87214540094979,36195,Shop & Service
428,309,40.651760771888,-73.8697967354243,26612,Shop & Service
429,309,40.6191961082965,-73.99012221307659,27157,Food
430,309,40.601628,-73.99349499,15340,Food
431,309,40.6192298019237,-74.0330457687378,37858,Food
432,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
433,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
434,330,40.7416730481413,-73.9742878438115,14453,Professional & Other Places
435,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
436,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
437,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
438,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
439,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
440,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
441,330,40.73802516090471,-73.9879873180689,21265,Food
442,330,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
443,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
444,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
445,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
446,331,40.742099571676,-73.97494213499171,14453,Professional & Other Places
447,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
448,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
449,331,40.741407503043,-73.9884379506111,13090,Food
450,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
451,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
452,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
453,331,40.7365269712657,-73.99055957794191,3103,Shop & Service
454,331,40.7407782584499,-73.98768315098721,15829,Food
455,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
456,331,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
457,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
458,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
459,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
460,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
461,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
462,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
463,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
464,334,40.7342250021401,-73.993703273938,11320,Food
465,334,40.7421883084845,-73.9879241890915,4306,Outdoors & Recreation
466,334,40.7418615140909,-73.9894336295337,24250,Shop & Service
