uid,random_entropy
595,6.285402218862249
596,6.768184324776926
597,5.614709844115208
598,6.3750394313469245
599,6.357552004618084
600,6.857980995127572
601,6.189824558880018
602,5.672425341971495
603,4.857980995127572
604,5.700439718141092
605,5.285402218862249
606,5.906890595608519
607,6.22881869049588
608,5.954196310386875
609,6.930737337562887
610,6.066089190457772
611,5.882643049361842
612,6.906890595608519
613,5.832890014164741
614,6.459431618637297
615,5.614709844115208
616,6.794415866350106
617,6.672425341971495
618,7.475733430966398
619,6.491853096329675
620,6.189824558880018
621,7.832890014164741
622,5.554588851677638
623,6.672425341971495
624,7.312882955284356
625,6.22881869049588
626,6.0
627,6.149747119504682
628,6.087462841250339
629,6.894817763307944
630,5.882643049361842
631,5.727920454563199
632,6.189824558880018
633,6.794415866350106
634,6.475733430966398
635,7.906890595608519
636,6.491853096329675
637,6.247927513443585
638,6.918863237274595
639,6.554588851677638
640,6.700439718141092
641,6.149747119504682
642,6.882643049361842
643,6.169925001442312
644,6.189824558880018
645,6.832890014164741
646,7.584962500721156
647,5.357552004618084
648,5.523561956057013
649,7.169925001442312
650,6.392317422778761
651,5.882643049361842
652,6.807354922057604
653,6.108524456778169
654,6.285402218862249
655,5.754887502163468
656,5.554588851677638
657,6.754887502163468
658,6.022367813028454
659,6.832890014164741
660,7.294620748891627
661,5.426264754702098
662,6.727920454563199
663,5.459431618637297
664,6.614709844115208
665,8.554588851677638
666,6.149747119504682
667,5.129283016944966
668,6.491853096329675
669,6.303780748177103
670,5.169925001442312
671,5.584962500721156
672,5.906890595608519
673,7.011227255423254
674,6.672425341971495
675,6.459431618637297
676,7.05528243550119
677,6.321928094887363
678,4.857980995127572
679,5.554588851677638
680,6.044394119358453
681,6.459431618637297
682,7.139551352398794
683,6.044394119358453
684,6.189824558880018
685,6.700439718141092
686,6.426264754702098
687,6.658211482751795
688,7.066089190457772
689,3.4594316186372973
690,5.727920454563199
691,7.392317422778761
692,7.169925001442312
693,6.3750394313469245
694,5.392317422778761
695,6.044394119358453
696,6.108524456778169
697,6.658211482751795
698,5.78135971352466
699,6.768184324776926
700,6.539158811108031
701,6.6293566200796095
702,7.05528243550119
703,6.807354922057604
704,6.870364719583405
705,5.930737337562887
706,7.960001932068081
707,6.087462841250339
708,6.672425341971495
709,6.507794640198696
710,5.930737337562887
711,6.189824558880018
712,6.794415866350106
713,6.149747119504682
714,5.857980995127572
715,5.832890014164741
716,6.169925001442312
717,4.392317422778761
718,6.714245517666122
719,6.78135971352466
720,6.066089190457772
721,6.6293566200796095
722,6.303780748177103
723,7.467605550082998
724,5.906890595608519
725,6.22881869049588
726,7.930737337562887
727,6.930737337562887
728,6.794415866350106
729,4.643856189774724
730,5.087462841250339
731,6.614709844115208
732,6.022367813028454
733,6.741466986401147
734,6.965784284662087
735,5.491853096329675
736,7.562242424221073
737,6.599912842187128
738,6.614709844115208
739,3.169925001442312
740,5.807354922057604
741,5.247927513443585
742,7.451211111832329
743,6.108524456778169
744,7.768184324776926
745,7.108524456778169
746,6.523561956057013
747,6.6865005271832185
748,6.741466986401147
749,5.977279923499917
750,7.924812503605781
751,6.087462841250339
752,6.044394119358453
753,6.169925001442312
754,4.321928094887363
755,6.442943495848728
756,6.426264754702098
757,6.523561956057013
758,6.459431618637297
759,6.507794640198696
760,6.392317422778761
761,6.022367813028454
762,6.357552004618084
763,6.918863237274595
764,6.459431618637297
765,4.954196310386875
766,6.768184324776926
767,6.857980995127572
768,8.159871336778389
769,6.0
770,4.807354922057604
771,5.832890014164741
772,6.599912842187128
773,7.257387842692652
774,4.700439718141092
775,5.807354922057604
776,5.754887502163468
777,5.392317422778761
778,6.108524456778169
779,5.882643049361842
780,6.768184324776926
781,7.312882955284356
782,6.0
783,6.285402218862249
784,6.539158811108031
785,6.22881869049588
786,5.491853096329675
787,6.339850002884624
788,5.643856189774724
789,5.754887502163468
790,6.285402218862249
791,6.044394119358453
792,6.169925001442312
793,5.930737337562887
794,6.189824558880018
795,6.6293566200796095
796,5.832890014164741
797,6.066089190457772
798,6.6865005271832185
799,6.108524456778169
800,6.954196310386875
801,6.189824558880018
802,5.321928094887363
803,4.392317422778761
804,6.977279923499917
805,6.954196310386875
806,7.60733031374961
807,5.954196310386875
808,6.189824558880018
809,6.303780748177103
810,4.754887502163468
811,6.303780748177103
812,6.022367813028454
813,5.727920454563199
814,6.94251450533924
815,6.087462841250339
816,6.754887502163468
817,6.475733430966398
818,5.832890014164741
819,5.906890595608519
820,6.894817763307944
821,5.459431618637297
822,6.507794640198696
823,7.0
824,6.584962500721156
825,4.807354922057604
826,6.930737337562887
827,7.459431618637297
828,5.491853096329675
829,5.754887502163468
830,5.754887502163468
831,5.392317422778761
832,5.643856189774724
833,6.754887502163468
834,6.584962500721156
835,6.442943495848728
836,5.930737337562887
837,6.870364719583405
838,6.754887502163468
839,6.491853096329675
840,5.930737337562887
841,6.78135971352466
842,7.1799090900149345
843,5.392317422778761
844,6.523561956057013
845,6.149747119504682
846,5.954196310386875
847,5.169925001442312
848,5.930737337562887
849,6.409390936137702
850,7.076815597050831
851,6.169925001442312
852,5.754887502163468
853,5.357552004618084
854,5.832890014164741
855,4.807354922057604
856,6.894817763307944
857,6.832890014164741
858,5.977279923499917
859,4.087462841250339
860,6.22881869049588
861,6.247927513443585
862,5.247927513443585
863,5.321928094887363
864,5.930737337562887
865,7.108524456778169
866,6.0
867,5.459431618637297
868,7.087462841250339
869,5.977279923499917
870,5.643856189774724
871,5.169925001442312
872,6.894817763307944
873,5.554588851677638
874,5.523561956057013
875,5.426264754702098
876,5.491853096329675
877,5.727920454563199
878,6.491853096329675
879,6.22881869049588
880,7.044394119358453
881,6.614709844115208
882,7.864186144654281
883,5.977279923499917
884,5.882643049361842
885,6.339850002884624
886,5.832890014164741
887,6.357552004618084
888,7.392317422778761
889,6.727920454563199
890,6.149747119504682
891,6.285402218862249
892,6.087462841250339
893,5.554588851677638
894,6.6293566200796095
895,4.807354922057604
896,5.129283016944966
897,6.3750394313469245
898,6.3750394313469245
899,4.807354922057604
900,7.467605550082998
901,7.826548487290915
902,6.087462841250339
903,5.832890014164741
904,6.22881869049588
905,7.189824558880018
906,6.303780748177103
907,4.392317422778761
908,6.189824558880018
909,6.754887502163468
910,5.554588851677638
911,5.584962500721156
912,6.554588851677638
913,6.285402218862249
914,5.129283016944966
915,5.906890595608519
916,5.977279923499917
917,6.066089190457772
918,6.507794640198696
919,3.9068905956085187
920,5.392317422778761
921,6.523561956057013
922,7.994353436858858
923,5.807354922057604
924,5.426264754702098
925,5.285402218862249
926,6.459431618637297
927,6.894817763307944
928,7.266786540694901
929,6.584962500721156
930,5.954196310386875
931,5.977279923499917
932,6.409390936137702
933,6.554588851677638
934,7.098032082960526
935,6.169925001442312
936,6.78135971352466
937,6.741466986401147
938,6.6865005271832185
939,6.539158811108031
940,6.108524456778169
941,5.643856189774724
942,6.321928094887363
943,7.94251450533924
944,6.554588851677638
945,6.149747119504682
946,6.3750394313469245
947,5.169925001442312
948,6.022367813028454
949,6.303780748177103
950,6.442943495848728
951,7.199672344836364
952,6.108524456778169
953,6.569855608330948
954,6.820178962415188
955,4.807354922057604
956,6.392317422778761
957,6.870364719583405
958,5.0
959,4.459431618637297
960,6.409390936137702
961,5.584962500721156
962,5.832890014164741
963,5.882643049361842
964,5.807354922057604
965,4.700439718141092
966,4.700439718141092
967,6.965784284662087
968,5.459431618637297
969,6.189824558880018
970,6.643856189774724
971,5.523561956057013
972,5.807354922057604
973,6.714245517666122
974,7.643856189774724
975,5.857980995127572
976,8.379378367071261
977,6.6865005271832185
978,6.266786540694901
979,4.247927513443585
980,6.845490050944375
981,6.6865005271832185
982,6.442943495848728
983,6.554588851677638
984,3.807354922057604
985,6.768184324776926
986,6.022367813028454
987,6.507794640198696
988,6.643856189774724
989,5.977279923499917
990,5.169925001442312
991,6.189824558880018
992,7.523561956057013
993,6.882643049361842
994,6.285402218862249
995,5.832890014164741
996,5.20945336562895
997,6.129283016944966
998,5.727920454563199
999,7.066089190457772
1000,4.0
1001,7.20945336562895
1002,6.066089190457772
1003,5.832890014164741
1004,5.906890595608519
1005,6.442943495848728
1006,5.727920454563199
1007,6.266786540694901
1008,6.044394119358453
1009,6.066089190457772
1010,5.700439718141092
1011,5.357552004618084
1012,7.348728154231077
1013,6.22881869049588
1014,6.870364719583405
1015,6.3750394313469245
1016,6.768184324776926
1017,7.087462841250339
1018,6.3750394313469245
1019,7.1799090900149345
1020,5.78135971352466
1021,6.066089190457772
1022,6.658211482751795
1023,6.285402218862249
1024,5.700439718141092
1025,6.3750394313469245
1026,5.954196310386875
1027,6.599912842187128
1028,6.658211482751795
1029,5.906890595608519
1030,5.832890014164741
1031,6.6293566200796095
1032,4.954196310386875
1033,5.357552004618084
1034,6.599912842187128
1035,6.882643049361842
1036,5.491853096329675
1037,5.954196310386875
1038,6.149747119504682
1039,7.169925001442312
1040,7.539158811108031
1041,4.857980995127572
1042,6.6865005271832185
1043,5.247927513443585
1044,6.339850002884624
1045,6.569855608330948
1046,6.22881869049588
1047,7.546894459887636
1048,7.076815597050831
1049,6.6293566200796095
1050,5.930737337562887
1051,5.954196310386875
1052,6.022367813028454
1053,6.894817763307944
1054,7.312882955284356
1055,6.754887502163468
1056,6.794415866350106
1057,5.78135971352466
1058,6.087462841250339
1059,6.3750394313469245
1060,4.169925001442312
1061,6.266786540694901
1062,6.189824558880018
1063,5.954196310386875
1064,6.714245517666122
1065,6.066089190457772
1066,5.882643049361842
1067,6.129283016944966
1068,6.507794640198696
1069,6.392317422778761
1070,5.491853096329675
1071,5.977279923499917
1072,6.539158811108031
1073,6.357552004618084
1074,5.807354922057604
1075,6.247927513443585
1076,6.554588851677638
1077,6.392317422778761
1078,4.523561956057013
1079,5.78135971352466
1080,6.149747119504682
1081,5.169925001442312
1082,6.044394119358453
1083,6.954196310386875
